S.no.,Wave,AGE,NATIONALITY,GENDER,Preferred brand,Love_index,Fav flavor,wide variety,Outdoor seating,new products,VFM,cust service,healthy foods,branches across,drivethru,packaging,delivery,opens 24/7,calm place,Decorof the shopcor ,comfortable seating,app for early order ,variety of milk,saudi company,International brand,consistent,trustworthy,spacious shops,maket leader,recommended brand,quality of beans,customozition,No VAT,Brand Functionality,Innovation ,Uniqueness / Different,Price,Worth,Physical Availability,Mental Availability
3kzQOly,4,35,Saudis,Female,Starbucks,7,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,9,4,8,6,1,6,5
egID1Is,4,18,Saudis,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,9,8,7,4,1,6,5
0QOsP19,4,18,Sudanese,Male,Starbucks,5,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,5,3,10,5,2,7,7
vlo5sEu,4,39,Saudis,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,9,9,5,0,7,7
Dsb5IUQ,4,38,Indian,Male,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,6,1,7,7
8fXWjri,4,18,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,5,1,7,6
2tivguk,4,31,Egyptian,Female,Starbucks,10,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,1,7,7
DIWES7r,4,46,Saudis,Male,Dr  Caf,10,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,8,10,10,4,1,6,2
9ioTjQD,4,20,Syrian,Female,Half Million,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,10,10,0,4,7
fkD0fzJ,4,35,Saudis,Male,Barns,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,4,5,8,1,4,2
wwZRoz1,4,25,Saudis,Female,Dose caf,10,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,10,10,10,6,1,4,4
Ysa2QCs,4,27,Saudis,Male,Starbucks,4,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,6,6,7,99,2,5,3
qWy6DXa,4,23,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,2,1,7,7
3hhvEKo,4,34,Saudis,Male,Starbucks,10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,9,10,5,2,6,4
ciSMtu6,4,29,Saudis,Female,Dunkin Coffee,5,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,9,9,7,8,2,4,6
Une6dtJ,4,37,Philippines,Male,Other 1 from Q019,7,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,9,10,9,2,2,7,7
V2VtbKa,4,27,Sudanese,Female,Dunkin Coffee,6,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,8,9,10,6,1,4,7
3q35KgU,4,35,Saudis,Male,Dr  Caf,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,5,8,99,6,1,6,4
fqRgT49,4,35,Lebanese,Female,Mc Cafe,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3,3,4,1,0,1,3
rCtI8hn,4,45,Saudis,Male,Dose caf,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,9,10,3,1,6,6
pqHnwnN,4,19,Saudis,Male,OverDose,10,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,10,10,10,3,1,2,5
zNzLaiB,4,36,Saudis,Female,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,9,8,8,8,1,4,5
hAnBbNG,4,18,Saudis,Male,Half Million,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,9,8,2,0,5,5
oTPHIsv,4,18,Pakistani,Male,Mc Cafe,8,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,8,7,9,6,1,6,7
1sI2qpn,4,42,Saudis,Male,Starbucks,8,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,9,10,10,8,1,7,6
LK76yWh,4,20,Saudis,Female,Dunkin Coffee,10,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,9,10,10,9,1,6,4
4DzCWPN,4,22,Saudis,Female,Starbucks,10,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,8,4,9,2,7,7
CSRHPac,4,19,Saudis,Female,Half Million,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,5,4,4,1,4,4
PBQ3fUB,4,19,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,10,10,10,6,2,7,7
Xy3hebG,4,38,Saudis,Male,Half Million,10,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,8,9,8,0,0,5,6
8VTW5Dt,4,43,Jordanian,Male,Tim Hortons,10,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,9,10,5,9,1,6,6
wrAFs5Q,4,20,Saudis,Female,Costa,10,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,9,10,9,5,1,7,7
J50dlsF,4,43,Saudis,Female,Starbucks,10,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,9,9,10,7,2,6,7
zlvaXHv,4,47,Saudis,Male,Starbucks,8,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,6,6,7,7,1,5,5
N921kl8,4,17,Egyptian,Male,Dunkin Coffee,10,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,10,10,10,0,2,7,7
mNi3q27,4,36,Saudis,Male,Starbucks,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,10,10,1,5,5
h7hAzNH,4,22,Syrian,Male,Starbucks,10,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,10,10,9,10,1,5,7
tYX1DrY,4,18,Saudis,Male,Mc Cafe,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,2,7,7
Yml9fUm,4,28,Saudis,Female,Starbucks,8,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,9,5,7,4,0,7,4
ckZ0olW,4,42,Saudis,Female,Dunkin Coffee,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,6,1,5,6
pGDE6uk,4,42,Saudis,Male,Starbucks,6,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,9,7,8,10,1,6,5
lhNF88d,4,27,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,10,10,10,2,7,7
spzRsKA,4,34,Saudis,Male,Starbucks,10,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,10,10,10,10,0,7,7
qLllZFY,4,18,Saudis,Female,Half Million,10,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,9,9,9,4,1,2,5
wYfZqqE,4,27,Syrian,Male,Dr  Caf,10,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,10,8,9,3,1,5,6
0Jv0HFR,4,21,Egyptian,Male,Starbucks,3,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,7,2,5,2,2,5,3
eJCWHNq,4,28,Saudis,Female,OverDose,7,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,6,7,9,10,0,5,7
ac7N8p3,4,18,Saudis,Female,Dunkin Coffee,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,6,6,8,8,1,4,5
okR08c2,4,21,Saudis,Male,Dunkin Coffee,9,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,10,9,10,4,1,6,1
kyo0IRh,4,20,Saudis,Female,Dunkin Coffee,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,4,5,6,10,0,5,6
u3URDPz,4,19,Saudis,Male,Tim Hortons,10,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,9,10,6,0,1,6,7
WtLEpDV,4,33,Saudis,Female,Starbucks,9,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,10,5,6,5,9,7,6
Yl4MWNv,4,31,Egyptian,Male,Starbucks,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,2,1,2,2,1,4,2
pdv1XTB,4,38,Saudis,Female,Tim Hortons,10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,6,2,7,7
0K8HsbB,4,20,Egyptian,Male,Starbucks,8,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,8,9,4,1,1,6,7
8Zit4MZ,4,20,Saudis,Male,Dr  Caf,8,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,10,8,8,4,1,2,7
kkn8Alp,4,16,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,1,2,7
yKNP0iN,4,20,Saudis,Male,Starbucks,3,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,10,3,3,3,0,5,4
fSJW56K,4,20,Saudis,Male,Dunkin Coffee,10,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,10,10,10,5,1,3,4
DFZMgy6,4,16,Indian,Female,Tim Hortons,10,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,10,9,8,2,1,5,5
bX29Con,4,19,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,10,6,1,5,5
kgsdo7e,4,22,Saudis,Female,Dunkin Coffee,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,8,0,4,7
4hbRHoq,4,20,Saudis,Male,Starbucks,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,2,0,5,6
V3F4N2z,4,17,Saudis,Female,Dunkin Coffee,10,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,0,1,7,7
y2m0ynQ,4,20,Saudis,Female,Dose caf,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,10,10,10,0,2,7,7
E8YWtBB,4,20,Saudis,Female,Dunkin Coffee,10,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,8,0,9,9,1,2,4
asqeINc,4,27,Saudis,Female,Kyan,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,1,6,6
x7Shlya,4,19,Egyptian,Female,Half Million,10,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,10,9,10,8,1,6,6
Wi0CYt4,4,20,Saudis,Male,Dose caf,8,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,9,8,6,7,1,6,5
rIqSyM8,4,17,Saudis,Male,Starbucks,9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,9,7,8,99,0,6,6
SSiP696,4,39,Saudis,Female,Starbucks,10,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,6,5,4,4,2,6,3
VtLbO1i,4,39,Saudis,Male,Dunkin Coffee,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,0,7,7
x3Kx9I5,4,18,Saudis,Female,Half Million,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,3,4,2,2,5,4
50Ab15h,4,23,Saudis,Female,Dunkin Coffee,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,8,7,1,1,6,7
RbBwrsh,4,32,Saudis,Female,Dunkin Coffee,9,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,6,5,5,5,1,5,7
VwZm1lX,4,38,Saudis,Male,Dunkin Coffee,10,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,10,10,10,0,2,7,7
YekrWau,4,29,Saudis,Male,Starbucks,8,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,8,8,9,4,1,6,6
gsiXwX0,4,27,Saudis,Male,Barns,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,3,1,7,7
MB1tdfS,4,23,Saudis,Male,Dunkin Coffee,10,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,10,10,10,8,2,7,7
53YB1Lf,4,33,Saudis,Male,Dunkin Coffee,10,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,10,10,10,3,2,7,7
BWGfo70,4,34,Indian,Male,Starbucks,10,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,10,10,10,10,0,7,7
hQdtJaB,4,28,Lebanese,Male,Dunkin Coffee,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,10,10,10,0,2,7,7
JvDvWn2,4,52,Syrian,Male,Starbucks,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,9,8,1,6,7
XdMXo6M,4,39,Philippines,Male,Starbucks,9,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,9,8,5,1,6,6
2lrMGDm,4,34,Saudis,Female,Dr  Caf,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,8,8,2,1,5
sOwMj2Y,4,32,Philippines,Female,Starbucks,10,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,10,10,10,10,2,7,7
mMCByNP,4,47,Saudis,Male,Dunkin Coffee,8,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,3,8,5,1,5,5
BSbCgWx,4,35,Saudis,Female,Starbucks,10,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,9,6,10,2,2,7,6
ciAB7ea,4,35,Syrian,Female,Kyan,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,4,9,4,5
WOAuVxA,4,38,Saudis,Male,Mc Cafe,10,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,7,10,9,10,1,6,3
dM1uu7K,4,28,Saudis,Female,Mc Cafe,8,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,9,7,10,5,2,6,6
gRRVpI5,4,29,Egyptian,Male,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SbmApu4,4,31,Saudis,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,10,8,1,7,4
hUAjfZd,4,32,Jordanian,Female,Mc Cafe,9,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,7,9,6,4,1,7,7
8JeltYQ,4,31,Indian,Male,Dr  Caf,4,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,5,4,3,3,2,5,4
jQFKnUG,4,19,Saudis,Female,Dunkin Coffee,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,4,2,5,5
7xN2XZe,4,43,Saudis,Female,Half Million,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,10,1,6,6
04Skxmg,4,19,Saudis,Male,Half Million,10,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,5,8,9,5,1,5,7
F1w5OWl,4,33,Saudis,Female,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9W1HO89,4,22,Saudis,Male,Half Million,9,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,9,7,8,9,1,4,5
nond36e,4,32,Saudis,Female,Half Million,9,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,8,0,7,7
ov6YNop,4,54,Saudis,Female,Barns,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,1,4,4
rF7XcMs,4,40,"Westerners (European, American)",Male,Dunkin Coffee,9,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,8,10,6,0,2,4,7
aQXrydm,4,26,Saudis,Female,Dunkin Coffee,7,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,10,9,6,8,1,3,7
ZgvChny,4,27,Saudis,Female,Half Million,10,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,10,10,8,0,2,3,1
W9OkyQv,4,28,Saudis,Female,Dunkin Coffee,5,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,10,99,1,5,0,7,4
AaYbuHO,4,30,Saudis,Female,Starbucks,10,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,10,10,10,10,1,2,7
oMAu4pp,4,28,Saudis,Male,Dunkin Coffee,10,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,9,10,10,2,1,7,7
2XBEJr9,4,43,Saudis,Male,Dunkin Coffee,10,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,10,10,8,8,1,6,4
7LlaccV,4,19,Saudis,Male,Half Million,10,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,10,9,6,1,1,2,6
sPXUaOU,4,36,Saudis,Male,Dunkin Coffee,10,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,10,7,10,3,2,7,7
NPKu9Bl,4,19,Saudis,Female,Kyan,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,7,1,5,3
wLgFQ9j,4,60,Philippines,Male,Other 2 from Q019,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,9,3,2
MF6PkL4,4,30,Lebanese,Female,Costa,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,10,10,10,9,2,7,7
xXTvRhh,4,24,Saudis,Male,Dunkin Coffee,8,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,7,7,8,4,1,7,6
RXF0diQ,4,23,Saudis,Male,Dr  Caf,9,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,99,10,0,2,4
X9lcvhc,4,30,Saudis,Female,Starbucks,9,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,10,9,10,3,2,5,7
gUPjzsk,4,52,Saudis,Female,Barns,10,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,8,8,7,6,1,5,6
jjAdOLM,4,29,Sudanese,Male,8oz,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,2,9,6,1
1RZqBC9,4,24,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,10,10,8,1,7,6
YuaxwRm,4,29,Saudis,Male,Starbucks,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,9,8,8,8,0,6,6
PhhBxtp,4,22,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,1,2,7,7
n9JZ4Kk,4,27,Saudis,Female,Mc Cafe,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,10,10,10,2,7,5
g4eveOs,4,23,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,10,10,3,3,1,5,4
H0MLG33,4,32,Saudis,Female,Starbucks,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,0,1,7,5
Ugl4Uyk,4,33,Saudis,Female,Starbucks,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,10,7,2,7,7
z0DZ1lt,4,35,Saudis,Male,Starbucks,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,9,0,5,6
o2HdgKj,4,35,Saudis,Male,Dunkin Coffee,8,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,10,10,10,0,1,7,7
VvI1Tcl,4,37,Saudis,Male,Starbucks,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,10,10,9,5,1,7,4
W061kCT,4,28,Saudis,Male,Dose caf,9,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,9,8,10,8,1,6,5
OOVFFb9,4,34,Palestinian,Female,Half Million,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,10,10,10,6,1,7,5
s6JRziJ,4,33,Saudis,Male,Kyan,10,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,10,10,10,5,1,6,6
mUQY0CX,4,19,Saudis,Male,Barns,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,5,1,7,7
JJOWWPO,4,24,Saudis,Female,Dunkin Coffee,10,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,9,6,9,2,1,4,4
3Tb5omC,4,47,Saudis,Male,Barns,5,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,5,3,5,3,1,7,1
Udg3yq9,4,34,Saudis,Female,Half Million,9,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,9,10,8,9,1,6,6
bpMHppB,4,35,Saudis,Female,Starbucks,10,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,10,10,10,1,1,6,7
CLIKXxg,4,20,Saudis,Female,Kyan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,2,3
pH6kaUB,4,23,Saudis,Male,Mc Cafe,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,6,2,2,3
Aa1YeXb,4,25,Saudis,Female,Kyan,10,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,10,10,10,8,1,7,7
7HP356T,4,17,Sudanese,Female,Other from Q017,10,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,10,10,10,3,1,2,1
2CV6XyG,4,36,Sudanese,Male,Starbucks,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,10,9,9,6,1,6,6
